Date,close,log_return,abs_return,vol_5,vol_10,vol_20,mean_return_5,mean_return_10,momentum_5,momentum_10,target_vol_5
2016-04-12,2061.719970703125,0.009615753881389974,0.009615753881389974,0.009342894756080017,0.007733183378539016,0.006221372639794066,0.0016119269116821656,0.00032598528013069424,0.008092200845014386,0.0032651718997054324,0.004535210777875014
2016-04-13,2082.419921875,0.009990069768557895,0.009990069768557895,0.009235098585751379,0.008248251945601758,0.006490628030332319,0.0015193812789911128,0.0008909042576298619,0.007625836100696004,0.008948846212398776,0.002972147196174546
2016-04-14,2082.780029296875,0.00017291243013242585,0.00017291243013242585,0.005679234505264741,0.008190285146905542,0.006429268815482988,0.003963578559018572,0.0011123797366051757,0.02001557092774009,0.011185896847047294,0.004392735773992187
2016-04-15,2080.72998046875,-0.000984769576145959,0.000984769576145959,0.006108758674716493,0.007998451097524803,0.006327518006837434,0.003210084122866078,0.00038280687233060415,0.016179920530294156,0.003835405136825676,0.004309350540125833
2016-04-18,2094.340087890625,0.006519725613797989,0.006519725613797989,0.005186860969499341,0.008103716173841449,0.006405310017644711,0.005062738423546465,0.0013561274382958648,0.02563680424811543,0.013653645549003057,0.0031029171379230534
2016-04-19,2100.800048828125,0.0030797379028665328,0.0030797379028665328,0.004535210777875014,0.0070152129802509774,0.006420779382370651,0.0037555352278417766,0.002683731069761971,0.018955085404577243,0.0272006746077198,0.002771350090638848
2016-04-20,2102.39990234375,0.0007612550492345003,0.0007612550492345003,0.002972147196174546,0.006470993674502275,0.006403503350092051,0.001909772283977098,0.001714576781484105,0.009594597256234572,0.01729360018305881,0.0029257658101975374
2016-04-21,2091.47998046875,-0.005207562857292034,0.005207562857292034,0.004392735773992187,0.005062827870995695,0.0063331123115920335,0.000833677226492206,0.0023986278927553882,0.0041770859377847636,0.02427626362538371,0.0045879491674684315
2016-04-22,2091.580078125,4.785857954074228e-05,4.785857954074228e-05,0.004309350540125833,0.005113388746521652,0.006327790426268599,0.001040202857629546,0.0021251434902478123,0.005214563041863629,0.021478854787775337,0.004724828466832196
2016-04-25,2087.7900390625,-0.0018136896207629953,0.0018136896207629953,0.0031029171379230534,0.005022665372404177,0.006365415058096203,-0.0006264801892826508,0.002218129117131907,-0.0031275000970458766,0.02242912504329575,0.006645349726519733
2016-04-26,2091.699951171875,0.0018710001742369307,0.0018710001742369307,0.002771350090638848,0.004300413834609628,0.006116875160431506,-0.0008682277350085711,0.0014436537464166028,-0.004331729552903507,0.014541247548048863,0.007310190019150243
2016-04-27,2095.14990234375,0.0016479941117468401,0.0016479941117468401,0.0029257658101975374,0.003099884189146982,0.006066224753950806,-0.0006908799225061032,0.0006094461807354972,-0.0034484400384140468,0.0061130708244896415,0.006954636614445403
2016-04-28,2075.81005859375,-0.00927363606156167,0.00927363606156167,0.0045879491674684315,0.004410146922812237,0.006445108553116786,-0.0015040945633600306,-0.0003352086684339124,-0.00749226481789611,-0.0033464747141243034,0.006479862248921849
2016-04-29,2065.300048828125,-0.005075949230557177,0.005075949230557177,0.004724828466832196,0.004659798273354027,0.006397172931828628,-0.0025288561253796146,-0.0007443266338750343,-0.01256467757162505,-0.007415633833059321,0.006687503728560237
2016-05-02,2081.429931640625,0.007779606697244105,0.007779606697244105,0.006645349726519733,0.004889395939481644,0.006592181395707517,-0.0006101968617781945,-0.0006183385255304226,-0.003046334786007021,-0.006164307470713948,0.004948108571845321
2016-05-03,2063.3701171875,-0.008714499388395887,0.008714499388395887,0.007310190019150243,0.005303221054709687,0.006474464873252481,-0.002727296774304758,-0.0017977622546566645,-0.013543928214227452,-0.017816989133023098,0.006698878615677716
2016-05-04,2051.1201171875,-0.00595458270547255,0.00595458270547255,0.006954636614445403,0.005367988667606818,0.006171784710347256,-0.0042478121377486355,-0.0024693460301273697,-0.02101510021168218,-0.02439107093711501,0.007881757370528408
2016-05-05,2050.6298828125,-0.00023903669279415213,0.00023903669279415213,0.006479862248921849,0.0053160714833302624,0.005527772397928165,-0.0024408922639951322,-0.0019724934136775814,-0.012130288933231315,-0.01953167041412207,0.007878430173895948
2016-05-06,2057.139892578125,0.0031696105535526063,0.0031696105535526063,0.006687503728560237,0.005535044129478538,0.005537906328458186,-0.0007917803071731753,-0.0016603182162763953,-0.003951075416199323,-0.01646610899915868,0.008860683438662004
2016-05-09,2058.68994140625,0.0007532133076099479,0.0007532133076099479,0.004948108571845321,0.005586423365845522,0.005494031505548081,-0.0021970589851000068,-0.0014036279234391008,-0.010925176912609746,-0.013938229952144554,0.01013414148213414
2016-05-10,2084.389892578125,0.012406365236037333,0.012406365236037333,0.006698878615677716,0.00706923274471329,0.005768773039716802,0.002027113939786637,-0.0003500914172590604,0.010187108563574743,-0.0034947931177483627,0.00843351609325969
2016-05-11,2064.4599609375,-0.009607522877868724,0.009607522877868724,0.007881757370528408,0.007592434023323261,0.0057446863976665435,0.0012965259053074022,-0.001475643116220617,0.006503687247868983,-0.01464808860307254,0.0078041871485641625
2016-05-12,2064.110107421875,-0.00016947926796424465,0.00016947926796424465,0.007878430173895948,0.007082170826309874,0.005743295398313848,0.0013104373902733837,-0.0005652274368608745,0.006573699487343099,-0.005636330320029859,0.007798508093079426
2016-05-13,2046.6099853515625,-0.008514434161752484,0.008514434161752484,0.008860683438662004,0.007401765938762644,0.006020292186903154,-0.0010263715527876346,-0.0009090759299804051,-0.0051187122784176475,-0.009049563276371075,0.007628134978872542
2016-05-16,2066.659912109375,0.009748976389612767,0.009748976389612767,0.01013414148213414,0.0076796143050001904,0.006265981711412989,0.0007727810636129291,-0.000712138960743539,0.0038713798240452846,-0.007096092598038117,0.005640029682415853
2016-05-17,2047.2099609375,-0.009455863552162807,0.009455863552162807,0.00843351609325969,0.007768513858277699,0.006494455848561833,-0.0035996646940270986,-0.0007862753771202309,-0.017837321018016494,-0.007831923180135703,0.007065641253837853
2016-05-18,2047.6300048828125,0.00020515768640127935,0.00020515768640127935,0.0078041871485641625,0.007554436274327593,0.006486387853397804,-0.0016371285811730984,-0.00017030133793284792,-0.00815223175703772,-0.0017015640748885286,0.00709053863191607
2016-05-19,2040.0400390625,-0.0037135945227206248,0.0037135945227206248,0.007798508093079426,0.0076373971252492855,0.006447746836927405,-0.0023459516321243743,-0.0005177571209254952,-0.011661232737937177,-0.005164190690265191,0.00624181415383828
2016-05-20,2052.320068359375,0.006001459222804671,0.006001459222804671,0.007628134978872542,0.007839147334017567,0.006644999139448358,0.0005572270447870567,-0.00023457225400028877,0.002790020105775781,-0.0023429734828143145,0.006209734755096115
2016-05-23,2048.0400390625,-0.0020876365681016884,0.0020876365681016884,0.005640029682415853,0.007850839746696243,0.006647160700929936,-0.001810095546755834,-0.0005186572415714524,-0.009009645436955482,-0.005173145372476706,0.0059354348974986725
2016-05-24,2076.06005859375,0.013588637533990108,0.013588637533990108,0.007065641253837853,0.008072869141719851,0.007385334257748587,0.0027988046704747484,-0.0004004300117761749,0.014092398047456989,-0.003996293598445777,0.003320499494216694
2016-05-25,2090.5400390625,0.006950529651583447,0.006950529651583447,0.00709053863191607,0.0076622457121820605,0.007555018827219977,0.004147879063511183,0.0012553752411690424,0.020955951064090428,0.012632881537289142,0.0021651396362584313
2016-05-26,2090.10009765625,-0.0002104660499285901,0.0002104660499285901,0.00624181415383828,0.007663103494534568,0.007241768913506302,0.004848504758069589,0.001251276562972608,0.024538762786614265,0.012591377824721306,0.0028870390247206943
2016-05-27,2099.06005859375,0.004277694939439437,0.004277694939439437,0.006209734755096115,0.006879394692750394,0.007175113950930376,0.004503751901396543,0.0025304894730918,0.022774220724615768,0.025627781364106816,0.003073520009625841
2016-05-31,2096.949951171875,-0.0010057686205899895,0.0010057686205899895,0.0059354348974986725,0.006452964486407073,0.006992619491367982,0.004720125490898882,0.0014550149720715245,0.023881326134504555,0.014656518416512831,0.002866538175794823
2016-06-01,2099.330078125,0.001134398653926189,0.001134398653926189,0.003320499494216694,0.005213304723482553,0.0066578629045494905,0.0022292777148860987,0.0025140411926804244,0.011208741016390578,0.025459097103861295,0.002970558182840394
2016-06-02,2105.260009765625,0.002820696166986195,0.002820696166986195,0.0021651396362584313,0.005149820982134837,0.0064714067433009215,0.0014033110179666479,0.0027755950407389153,0.007041228786857534,0.02814473549683627,0.0032868222738751747
2016-06-03,2099.1298828125,-0.002916062236694851,0.002916062236694851,0.0028870390247206943,0.005043231778343604,0.0065323703864072135,0.0008621917806133958,0.0028553482693414933,0.0043202644535424994,0.028965041184757734,0.005566353287554684
2016-06-06,2109.409912109375,0.004885328519363624,0.004885328519363624,0.003073520009625841,0.004977794154934668,0.006571179364559085,0.0009837184965982332,0.002743735198997388,0.004930708615626278,0.02781722238658313,0.005587607515150363
2016-06-07,2112.1298828125,0.001288615629197613,0.001288615629197613,0.002866538175794823,0.004721596055015379,0.006570119850255461,0.0014425953465557538,0.003081360418727318,0.007239052907362709,0.03129325722525289,0.005163592246242575
2016-06-08,2119.1201171875,0.0033041019719547236,0.0033041019719547236,0.002970558182840394,0.0029760301299729826,0.0060539071886134025,0.0018765360101614607,0.00205290686252378,0.009426835383683496,0.02074123935649408,0.0037959687218594032
2016-06-09,2115.47998046875,-0.0017192355978938075,0.0017192355978938075,0.0032868222738751747,0.0026338958222085185,0.005576505517644511,0.00096854965718546,0.0011859303375760545,0.004854493343205979,0.011929903728337132,0.005094982538913061
2016-06-10,2096.070068359375,-0.009217532410166119,0.009217532410166119,0.005566353287554684,0.004224348137103894,0.00604274572401923,-0.0002917443775087935,0.00028522370155230174,-0.0014576584699110828,0.0028563085135584476,0.004031663133246074
2016-06-13,2079.06005859375,-0.008148298789709478,0.008148298789709478,0.005587607515150363,0.004718168166903758,0.006013627751934658,-0.002898469839323414,-0.0009573756713625898,-0.014387840571620125,-0.009528074205460757,0.003866514474704783
2016-06-14,2075.320068359375,-0.0018005050719719037,0.0018005050719719037,0.005163592246242575,0.004725761107031415,0.00565131124279259,-0.0035162939795573174,-0.0010368493165007812,-0.017427817651114008,-0.010314925637787464,0.0037482064496514203
2016-06-15,2071.5,-0.0018424090638101951,0.0018424090638101951,0.0037959687218594032,0.00466718845541393,0.005204796636337954,-0.004545596186710301,-0.00133453008827442,-0.022471646038970894,-0.013256647163297108,0.0037091912930559234
2016-06-16,2077.989990234375,0.0031280931110455722,0.0031280931110455722,0.005094982538913061,0.004698504301060093,0.005234381866469563,-0.0035761304449224256,-0.001303790393868482,-0.017721741912238742,-0.012953278647175659,0.006588841668977863
2016-06-17,2071.219970703125,-0.003263284144608922,0.003263284144608922,0.004031663133246074,0.004713003559448974,0.005215168404239024,-0.0023852807918109857,-0.0013385125846598893,-0.011855566295882691,-0.013295943399166954,0.01938960474371152
2016-06-20,2083.25,0.0057913827784231015,0.0057913827784231015,0.003866514474704783,0.004852590823819467,0.005204252788936131,0.0004026555218155302,-0.0012479071587539413,0.0020153056131932967,-0.01240153085429252,0.019555866663050703
